realization,time,region,value,ci_name,ci_frequency,ci_package_name,ci_package_reference,standard_name,units
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1983-07-15,WASCAL,297.90396,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1984-07-15,WASCAL,298.28018,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1985-07-15,WASCAL,298.27606,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1986-07-15,WASCAL,297.77673,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1987-07-15,WASCAL,298.39392,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1988-07-15,WASCAL,297.85522,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1989-07-15,WASCAL,298.18805,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1990-07-15,WASCAL,298.33267,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1991-07-15,WASCAL,298.77594,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1992-07-15,WASCAL,297.627,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1993-07-15,WASCAL,297.4906,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1994-07-15,WASCAL,297.95297,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1995-07-15,WASCAL,297.7058,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1996-07-15,WASCAL,297.55325,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1997-07-15,WASCAL,297.4049,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1998-07-15,WASCAL,298.29587,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,1999-07-15,WASCAL,298.78607,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2000-07-15,WASCAL,298.0296,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2001-07-15,WASCAL,298.38147,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2002-07-15,WASCAL,297.75418,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2003-07-15,WASCAL,299.28406,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2004-07-15,WASCAL,298.66367,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2005-07-15,WASCAL,298.3132,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2006-07-15,WASCAL,298.38028,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2007-07-15,WASCAL,298.38898,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2008-07-15,WASCAL,298.16074,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2009-07-15,WASCAL,297.85107,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2010-07-15,WASCAL,298.73605,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2011-07-15,WASCAL,298.99866,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2012-07-15,WASCAL,298.6051,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2013-07-15,WASCAL,298.80832,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2014-07-15,WASCAL,298.97836,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2015-07-15,WASCAL,299.54657,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2016-07-15,WASCAL,298.36465,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2017-07-15,WASCAL,298.4544,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2018-07-15,WASCAL,298.0119,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2019-07-15,WASCAL,298.2141,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2020-07-15,WASCAL,299.39462,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2021-07-15,WASCAL,298.48044,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2022-07-15,WASCAL,298.5681,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2023-07-15,WASCAL,298.9408,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2024-07-15,WASCAL,298.88632,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2025-07-15,WASCAL,298.46863,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2026-07-15,WASCAL,299.46246,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2027-07-15,WASCAL,299.03577,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2028-07-15,WASCAL,299.02213,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2029-07-15,WASCAL,298.94858,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2030-07-15,WASCAL,298.9445,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2031-07-15,WASCAL,299.5772,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2032-07-15,WASCAL,298.94568,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2033-07-15,WASCAL,298.34177,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2034-07-15,WASCAL,298.68622,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2035-07-15,WASCAL,298.75803,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2036-07-15,WASCAL,299.71085,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2037-07-15,WASCAL,298.94226,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2038-07-15,WASCAL,299.5346,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2039-07-15,WASCAL,298.8075,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2040-07-15,WASCAL,298.87833,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2041-07-15,WASCAL,298.73422,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2042-07-15,WASCAL,298.76962,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2043-07-15,WASCAL,299.9519,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2044-07-15,WASCAL,300.342,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2045-07-15,WASCAL,298.56622,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2046-07-15,WASCAL,299.4213,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2047-07-15,WASCAL,298.96817,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2048-07-15,WASCAL,298.9166,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2049-07-15,WASCAL,298.99768,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2050-07-15,WASCAL,299.4825,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2051-07-15,WASCAL,299.5422,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2052-07-15,WASCAL,299.20654,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2053-07-15,WASCAL,299.07352,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2054-07-15,WASCAL,299.33853,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2055-07-15,WASCAL,298.91217,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2056-07-15,WASCAL,299.37973,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2057-07-15,WASCAL,298.80774,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2058-07-15,WASCAL,298.6453,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2059-07-15,WASCAL,298.86594,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2060-07-15,WASCAL,299.21396,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2061-07-15,WASCAL,299.98425,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2062-07-15,WASCAL,299.42795,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2063-07-15,WASCAL,299.3066,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2064-07-15,WASCAL,299.1428,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2065-07-15,WASCAL,298.9625,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2066-07-15,WASCAL,299.37878,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2067-07-15,WASCAL,299.732,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2068-07-15,WASCAL,299.6565,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2069-07-15,WASCAL,298.42822,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2070-07-15,WASCAL,298.29498,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2071-07-15,WASCAL,298.2912,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2072-07-15,WASCAL,298.4634,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2073-07-15,WASCAL,299.4219,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2074-07-15,WASCAL,299.51022,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2075-07-15,WASCAL,298.7639,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2076-07-15,WASCAL,298.5573,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2077-07-15,WASCAL,299.02277,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2078-07-15,WASCAL,299.22165,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2079-07-15,WASCAL,299.5093,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2080-07-15,WASCAL,299.8997,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2081-07-15,WASCAL,299.63055,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2082-07-15,WASCAL,299.2529,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2083-07-15,WASCAL,299.01074,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2084-07-15,WASCAL,298.41653,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2085-07-15,WASCAL,298.10464,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2086-07-15,WASCAL,298.85162,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2087-07-15,WASCAL,299.2828,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2088-07-15,WASCAL,298.84305,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2089-07-15,WASCAL,298.46396,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2090-07-15,WASCAL,299.18533,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2091-07-15,WASCAL,298.9872,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2092-07-15,WASCAL,299.32758,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2093-07-15,WASCAL,298.93094,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2094-07-15,WASCAL,299.0175,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2095-07-15,WASCAL,299.0184,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2096-07-15,WASCAL,298.8982,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2097-07-15,WASCAL,299.0873,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2098-07-15,WASCAL,299.42776,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2099-07-15,WASCAL,298.2393,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp26_r1i1p1_year_TG,2100-07-15,WASCAL,297.84528,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
AFR-22_GERICS_CLMcom-KIT-CCLM5-0-15_MPI-M-MPI-ESM-LR_rcp85_r1i1p1_year_TG,1950-07-15,WASCAL,297.81207,TG,year,xclim_0.54.0,xcalc_0.12.0,air_temperature,K
